outline_code,subject_digit,ab_prefix,subject,official_subtopic,level1_code,level2_code,level3_code,detail_depth,outline_path,deepest_identifier,deepest_identifier_slug,level1_label,level2_label,level3_label
93110100,9,93,Civil Procedure,Appealability and Review,11,01,00,2,Appeal and Review > Interlocutory Review,Interlocutory Review,interlocutory_review,Appeal and Review,Interlocutory Review,
93110101,9,93,Civil Procedure,Appealability and Review,11,01,01,3,Appeal and Review > Interlocutory Review > Final judgment rule,Final judgment rule,final_judgment_rule,Appeal and Review,Interlocutory Review,Final judgment rule
93110200,9,93,Civil Procedure,Appealability and Review,11,02,00,2,Appeal and Review > Finality of Judgment,Finality of Judgment,finality_of_judgment,Appeal and Review,Finality of Judgment,
93110300,9,93,Civil Procedure,Appealability and Review,11,03,00,2,Appeal and Review > Scope of Review,Scope of Review,scope_of_review,Appeal and Review,Scope of Review,
94010000,9,94,Civil Procedure,Jurisdiction and Venue,01,00,00,1,Federal Subject-Matter Jurisdiction,Federal Subject-Matter Jurisdiction,federal_subject_matter_jurisdiction,Federal Subject-Matter Jurisdiction,,
94010100,9,94,Civil Procedure,Jurisdiction and Venue,01,01,00,2,Federal Subject-Matter Jurisdiction > Diversity Jurisdiction,Diversity Jurisdiction,diversity_jurisdiction,Federal Subject-Matter Jurisdiction,Diversity Jurisdiction,
94010200,9,94,Civil Procedure,Jurisdiction and Venue,01,02,00,2,Federal Subject-Matter Jurisdiction > Federal-Question Jurisdiction,Federal-Question Jurisdiction,federal_question_jurisdiction,Federal Subject-Matter Jurisdiction,Federal-Question Jurisdiction,
94010300,9,94,Civil Procedure,Jurisdiction and Venue,01,03,00,2,Federal Subject-Matter Jurisdiction > Supplemental Jurisdiction,Supplemental Jurisdiction,supplemental_jurisdiction,Federal Subject-Matter Jurisdiction,Supplemental Jurisdiction,
94020000,9,94,Civil Procedure,Jurisdiction and Venue,02,00,00,1,Personal Jurisdiction,Personal Jurisdiction,personal_jurisdiction,Personal Jurisdiction,,
94020100,9,94,Civil Procedure,Jurisdiction and Venue,02,01,00,2,Personal Jurisdiction > Specific and General Jurisdiction,Specific and General Jurisdiction,specific_and_general_jurisdiction,Personal Jurisdiction,Specific and General Jurisdiction,
94020200,9,94,Civil Procedure,Jurisdiction and Venue,02,02,00,2,Personal Jurisdiction > Traditional Bases for Personal Jurisdiction,Traditional Bases for Personal Jurisdiction,traditional_bases_for_personal_jurisdiction,Personal Jurisdiction,Traditional Bases for Personal Jurisdiction,
94020201,9,94,Civil Procedure,Jurisdiction and Venue,02,02,01,3,Personal Jurisdiction > Traditional Bases for Personal Jurisdiction > Consent,Consent,consent,Personal Jurisdiction,Traditional Bases for Personal Jurisdiction,Consent
94020202,9,94,Civil Procedure,Jurisdiction and Venue,02,02,02,3,Personal Jurisdiction > Traditional Bases for Personal Jurisdiction > Service,Service,service,Personal Jurisdiction,Traditional Bases for Personal Jurisdiction,Service
94020203,9,94,Civil Procedure,Jurisdiction and Venue,02,02,03,3,Personal Jurisdiction > Traditional Bases for Personal Jurisdiction > Domicile,Domicile,domicile,Personal Jurisdiction,Traditional Bases for Personal Jurisdiction,Domicile
94020300,9,94,Civil Procedure,Jurisdiction and Venue,02,03,00,2,Personal Jurisdiction > Modern Due Process or Constitutional Tests,Modern Due Process or Constitutional Tests,modern_due_process_or_constitutional_tests,Personal Jurisdiction,Modern Due Process or Constitutional Tests,
94020301,9,94,Civil Procedure,Jurisdiction and Venue,02,03,01,3,Personal Jurisdiction > Modern Due Process or Constitutional Tests > Long-arm statutes,Long-arm statutes,long_arm_statutes,Personal Jurisdiction,Modern Due Process or Constitutional Tests,Long-arm statutes
94020302,9,94,Civil Procedure,Jurisdiction and Venue,02,03,02,3,Personal Jurisdiction > Modern Due Process or Constitutional Tests > Minimum contacts test,Minimum contacts test,minimum_contacts_test,Personal Jurisdiction,Modern Due Process or Constitutional Tests,Minimum contacts test
94020303,9,94,Civil Procedure,Jurisdiction and Venue,02,03,03,3,Personal Jurisdiction > Modern Due Process or Constitutional Tests > Substantial business,Substantial business,substantial_business,Personal Jurisdiction,Modern Due Process or Constitutional Tests,Substantial business
94030000,9,94,Civil Procedure,Jurisdiction and Venue,03,00,00,1,Removal and Remand,Removal and Remand,removal_and_remand,Removal and Remand,,
94030100,9,94,Civil Procedure,Jurisdiction and Venue,03,01,00,2,Removal and Remand > Removal to Federal Court,Removal to Federal Court,removal_to_federal_court,Removal and Remand,Removal to Federal Court,
94030200,9,94,Civil Procedure,Jurisdiction and Venue,03,02,00,2,Removal and Remand > Remand to State Court,Remand to State Court,remand_to_state_court,Removal and Remand,Remand to State Court,
94040000,9,94,Civil Procedure,Jurisdiction and Venue,04,00,00,1,Notice and Service of Process,Notice and Service of Process,notice_and_service_of_process,Notice and Service of Process,,
94040100,9,94,Civil Procedure,Jurisdiction and Venue,04,01,00,2,Notice and Service of Process > Due Process Notice Requirements,Due Process Notice Requirements,due_process_notice_requirements,Notice and Service of Process,Due Process Notice Requirements,
94040200,9,94,Civil Procedure,Jurisdiction and Venue,04,02,00,2,Notice and Service of Process > Service of Process,Service of Process,service_of_process,Notice and Service of Process,Service of Process,
94040300,9,94,Civil Procedure,Jurisdiction and Venue,04,03,00,2,Notice and Service of Process > Waiver of Service,Waiver of Service,waiver_of_service,Notice and Service of Process,Waiver of Service,
94050000,9,94,Civil Procedure,Jurisdiction and Venue,05,00,00,1,Venue,Venue,venue,Venue,,
94050100,9,94,Civil Procedure,Jurisdiction and Venue,05,01,00,2,Venue > Venue,Venue,venue,Venue,Venue,
94050200,9,94,Civil Procedure,Jurisdiction and Venue,05,02,00,2,Venue > Transfer,Transfer,transfer,Venue,Transfer,
94050300,9,94,Civil Procedure,Jurisdiction and Venue,05,03,00,2,Venue > Forum non conveniens,Forum non conveniens,forum_non_conveniens,Venue,Forum non conveniens,
95070000,9,95,Civil Procedure,Pretrial Procedures,07,00,00,1,Pretrial Procedures,Pretrial Procedures,pretrial_procedures,Pretrial Procedures,,
95070100,9,95,Civil Procedure,Pretrial Procedures,07,01,00,2,Pretrial Procedures > Pleadings,Pleadings,pleadings,Pretrial Procedures,Pleadings,
95070101,9,95,Civil Procedure,Pretrial Procedures,07,01,01,3,Pretrial Procedures > Pleadings > Complaint,Complaint,complaint,Pretrial Procedures,Pleadings,Complaint
95070102,9,95,Civil Procedure,Pretrial Procedures,07,01,02,3,Pretrial Procedures > Pleadings > Answer,Answer,answer,Pretrial Procedures,Pleadings,Answer
95070103,9,95,Civil Procedure,Pretrial Procedures,07,01,03,3,Pretrial Procedures > Pleadings > Counterclaims,Counterclaims,counterclaims,Pretrial Procedures,Pleadings,Counterclaims
95070104,9,95,Civil Procedure,Pretrial Procedures,07,01,04,3,Pretrial Procedures > Pleadings > Crossclaims,Crossclaims,crossclaims,Pretrial Procedures,Pleadings,Crossclaims
95070105,9,95,Civil Procedure,Pretrial Procedures,07,01,05,3,Pretrial Procedures > Pleadings > Other pleadings,Other pleadings,other_pleadings,Pretrial Procedures,Pleadings,Other pleadings
95070200,9,95,Civil Procedure,Pretrial Procedures,07,02,00,2,Pretrial Procedures > Amendment of Pleadings,Amendment of Pleadings,amendment_of_pleadings,Pretrial Procedures,Amendment of Pleadings,
95070300,9,95,Civil Procedure,Pretrial Procedures,07,03,00,2,Pretrial Procedures > Multiple Parties and Claims,Multiple Parties and Claims,multiple_parties_and_claims,Pretrial Procedures,Multiple Parties and Claims,
95070301,9,95,Civil Procedure,Pretrial Procedures,07,03,01,3,Pretrial Procedures > Multiple Parties and Claims > Joinder of claims,Joinder of claims,joinder_of_claims,Pretrial Procedures,Multiple Parties and Claims,Joinder of claims
95070302,9,95,Civil Procedure,Pretrial Procedures,07,03,02,3,Pretrial Procedures > Multiple Parties and Claims > Joinder of parties,Joinder of parties,joinder_of_parties,Pretrial Procedures,Multiple Parties and Claims,Joinder of parties
95070303,9,95,Civil Procedure,Pretrial Procedures,07,03,03,3,Pretrial Procedures > Multiple Parties and Claims > Class actions,Class actions,class_actions,Pretrial Procedures,Multiple Parties and Claims,Class actions
95070400,9,95,Civil Procedure,Pretrial Procedures,07,04,00,2,Pretrial Procedures > Discovery,Discovery,discovery,Pretrial Procedures,Discovery,
95070401,9,95,Civil Procedure,Pretrial Procedures,07,04,01,3,Pretrial Procedures > Discovery > Initial disclosures,Initial disclosures,initial_disclosures,Pretrial Procedures,Discovery,Initial disclosures
95070402,9,95,Civil Procedure,Pretrial Procedures,07,04,02,3,Pretrial Procedures > Discovery > Devices,Devices,devices,Pretrial Procedures,Discovery,Devices
95070403,9,95,Civil Procedure,Pretrial Procedures,07,04,03,3,Pretrial Procedures > Discovery > Scope of discovery,Scope of discovery,scope_of_discovery,Pretrial Procedures,Discovery,Scope of discovery
95070404,9,95,Civil Procedure,Pretrial Procedures,07,04,04,3,Pretrial Procedures > Discovery > E-Discovery,E-Discovery,e_discovery,Pretrial Procedures,Discovery,E-Discovery
95070405,9,95,Civil Procedure,Pretrial Procedures,07,04,05,3,Pretrial Procedures > Discovery > Privileges,Privileges,privileges,Pretrial Procedures,Discovery,Privileges
95070406,9,95,Civil Procedure,Pretrial Procedures,07,04,06,3,Pretrial Procedures > Discovery > Inadvertent disclosure,Inadvertent disclosure,inadvertent_disclosure,Pretrial Procedures,Discovery,Inadvertent disclosure
95070407,9,95,Civil Procedure,Pretrial Procedures,07,04,07,3,Pretrial Procedures > Discovery > Sanctions,Sanctions,sanctions,Pretrial Procedures,Discovery,Sanctions
95070500,9,95,Civil Procedure,Pretrial Procedures,07,05,00,2,Pretrial Procedures > Rule 11,Rule 11,rule_11,Pretrial Procedures,Rule 11,
95070600,9,95,Civil Procedure,Pretrial Procedures,07,06,00,2,Pretrial Procedures > Pretrial Conferences and Orders,Pretrial Conferences and Orders,pretrial_conferences_and_orders,Pretrial Procedures,Pretrial Conferences and Orders,
95070700,9,95,Civil Procedure,Pretrial Procedures,07,07,00,2,Pretrial Procedures > Disposition without Trial,Disposition without Trial,disposition_without_trial,Pretrial Procedures,Disposition without Trial,
95070701,9,95,Civil Procedure,Pretrial Procedures,07,07,01,3,Pretrial Procedures > Disposition without Trial > Voluntary dismissal,Voluntary dismissal,voluntary_dismissal,Pretrial Procedures,Disposition without Trial,Voluntary dismissal
95070702,9,95,Civil Procedure,Pretrial Procedures,07,07,02,3,Pretrial Procedures > Disposition without Trial > Involuntary dismissal,Involuntary dismissal,involuntary_dismissal,Pretrial Procedures,Disposition without Trial,Involuntary dismissal
95070703,9,95,Civil Procedure,Pretrial Procedures,07,07,03,3,Pretrial Procedures > Disposition without Trial > Summary judgment,Summary judgment,summary_judgment,Pretrial Procedures,Disposition without Trial,Summary judgment
95070704,9,95,Civil Procedure,Pretrial Procedures,07,07,04,3,Pretrial Procedures > Disposition without Trial > Default judgment,Default judgment,default_judgment,Pretrial Procedures,Disposition without Trial,Default judgment
95070705,9,95,Civil Procedure,Pretrial Procedures,07,07,05,3,"Pretrial Procedures > Disposition without Trial > Preliminary injunctions, permanent injunctions, and temporary restraining orders","Preliminary injunctions, permanent injunctions, and temporary restraining orders",preliminary_injunctions_permanent_injunctions_and_temporary_restraining_orders,Pretrial Procedures,Disposition without Trial,"Preliminary injunctions, permanent injunctions, and temporary restraining orders"
96060000,9,96,Civil Procedure,Law Applied by Federal Courts (Erie),06,00,00,1,State Law Applied in Federal Courts,State Law Applied in Federal Courts,state_law_applied_in_federal_courts,State Law Applied in Federal Courts,,
96060100,9,96,Civil Procedure,Law Applied by Federal Courts (Erie),06,01,00,2,State Law Applied in Federal Courts > Erie Doctrine,Erie Doctrine,erie_doctrine,State Law Applied in Federal Courts,Erie Doctrine,
96060200,9,96,Civil Procedure,Law Applied by Federal Courts (Erie),06,02,00,2,State Law Applied in Federal Courts > Federal Common Law,Federal Common Law,federal_common_law,State Law Applied in Federal Courts,Federal Common Law,
97100000,9,97,Civil Procedure,Verdicts and Judgments,10,00,00,1,Judgments and Verdicts,Judgments and Verdicts,judgments_and_verdicts,Judgments and Verdicts,,
97100100,9,97,Civil Procedure,Verdicts and Judgments,10,01,00,2,Judgments and Verdicts > Types of Jury Verdicts,Types of Jury Verdicts,types_of_jury_verdicts,Judgments and Verdicts,Types of Jury Verdicts,
97100200,9,97,Civil Procedure,Verdicts and Judgments,10,02,00,2,Judgments and Verdicts > Judicial Findings and Conclusions,Judicial Findings and Conclusions,judicial_findings_and_conclusions,Judgments and Verdicts,Judicial Findings and Conclusions,
97100300,9,97,Civil Procedure,Verdicts and Judgments,10,03,00,2,Judgments and Verdicts > Issue and Claim Preclusion,Issue and Claim Preclusion,issue_and_claim_preclusion,Judgments and Verdicts,Issue and Claim Preclusion,
97100400,9,97,Civil Procedure,Verdicts and Judgments,10,04,00,2,Judgments and Verdicts > Defaults,Defaults,defaults,Judgments and Verdicts,Defaults,
97100500,9,97,Civil Procedure,Verdicts and Judgments,10,05,00,2,Judgments and Verdicts > Dismissals,Dismissals,dismissals,Judgments and Verdicts,Dismissals,
