outline_code,subject_digit,ab_prefix,subject,official_subtopic,level1_code,level2_code,level3_code,detail_depth,outline_path,deepest_identifier,deepest_identifier_slug,level1_label,level2_label,level3_label
75120000,7,75,Criminal Law and Procedure,Constitutional Protection of Accused Persons (Criminal Procedure),12,00,00,1,Other Considerations,Other Considerations,other_considerations,Other Considerations,,
75120100,7,75,Criminal Law and Procedure,Constitutional Protection of Accused Persons (Criminal Procedure),12,01,00,2,Other Considerations > Ex Post Facto Crimes,Ex Post Facto Crimes,ex_post_facto_crimes,Other Considerations,Ex Post Facto Crimes,
75120200,7,75,Criminal Law and Procedure,Constitutional Protection of Accused Persons (Criminal Procedure),12,02,00,2,Other Considerations > Retroactivity of Later Decisions,Retroactivity of Later Decisions,retroactivity_of_later_decisions,Other Considerations,Retroactivity of Later Decisions,
75120300,7,75,Criminal Law and Procedure,Constitutional Protection of Accused Persons (Criminal Procedure),12,03,00,2,Other Considerations > Fourteenth Amendment Identifications,Fourteenth Amendment Identifications,fourteenth_amendment_identifications,Other Considerations,Fourteenth Amendment Identifications,
75120400,7,75,Criminal Law and Procedure,Constitutional Protection of Accused Persons (Criminal Procedure),12,04,00,2,Other Considerations > Competency,Competency,competency,Other Considerations,Competency,
81020000,8,81,Real Property,Rights in Land,02,00,00,1,Non-Possessory Rights and Interests in Land,Non-Possessory Rights and Interests in Land,non_possessory_rights_and_interests_in_land,Non-Possessory Rights and Interests in Land,,
81020100,8,81,Real Property,Rights in Land,02,01,00,2,Non-Possessory Rights and Interests in Land > Easements,Easements,easements,Non-Possessory Rights and Interests in Land,Easements,
81020101,8,81,Real Property,Rights in Land,02,01,01,3,Non-Possessory Rights and Interests in Land > Easements > Nature and Type,Nature and Type,nature_and_type,Non-Possessory Rights and Interests in Land,Easements,Nature and Type
81020102,8,81,Real Property,Rights in Land,02,01,02,3,Non-Possessory Rights and Interests in Land > Easements > Creation,Creation,creation,Non-Possessory Rights and Interests in Land,Easements,Creation
81020103,8,81,Real Property,Rights in Land,02,01,03,3,Non-Possessory Rights and Interests in Land > Easements > Scope,Scope,scope,Non-Possessory Rights and Interests in Land,Easements,Scope
81020104,8,81,Real Property,Rights in Land,02,01,04,3,Non-Possessory Rights and Interests in Land > Easements > Transferability,Transferability,transferability,Non-Possessory Rights and Interests in Land,Easements,Transferability
81020105,8,81,Real Property,Rights in Land,02,01,05,3,Non-Possessory Rights and Interests in Land > Easements > Termination and Modification,Termination and Modification,termination_and_modification,Non-Possessory Rights and Interests in Land,Easements,Termination and Modification
81020200,8,81,Real Property,Rights in Land,02,02,00,2,Non-Possessory Rights and Interests in Land > Profits,Profits,profits,Non-Possessory Rights and Interests in Land,Profits,
81020300,8,81,Real Property,Rights in Land,02,03,00,2,Non-Possessory Rights and Interests in Land > Licenses,Licenses,licenses,Non-Possessory Rights and Interests in Land,Licenses,
81020400,8,81,Real Property,Rights in Land,02,04,00,2,Non-Possessory Rights and Interests in Land > Real Covenants,Real Covenants,real_covenants,Non-Possessory Rights and Interests in Land,Real Covenants,
81020401,8,81,Real Property,Rights in Land,02,04,01,3,Non-Possessory Rights and Interests in Land > Real Covenants > Running with the land,Running with the land,running_with_the_land,Non-Possessory Rights and Interests in Land,Real Covenants,Running with the land
81020402,8,81,Real Property,Rights in Land,02,04,02,3,Non-Possessory Rights and Interests in Land > Real Covenants > Termination,Termination,termination,Non-Possessory Rights and Interests in Land,Real Covenants,Termination
81020500,8,81,Real Property,Rights in Land,02,05,00,2,Non-Possessory Rights and Interests in Land > Equitable Servitudes / Restrictive Covenants,Equitable Servitudes / Restrictive Covenants,equitable_servitudes_restrictive_covenants,Non-Possessory Rights and Interests in Land,Equitable Servitudes / Restrictive Covenants,
81020501,8,81,Real Property,Rights in Land,02,05,01,3,Non-Possessory Rights and Interests in Land > Equitable Servitudes / Restrictive Covenants > Implied from common scheme,Implied from common scheme,implied_from_common_scheme,Non-Possessory Rights and Interests in Land,Equitable Servitudes / Restrictive Covenants,Implied from common scheme
81020502,8,81,Real Property,Rights in Land,02,05,02,3,Non-Possessory Rights and Interests in Land > Equitable Servitudes / Restrictive Covenants > Running with the land,Running with the land,running_with_the_land,Non-Possessory Rights and Interests in Land,Equitable Servitudes / Restrictive Covenants,Running with the land
81020503,8,81,Real Property,Rights in Land,02,05,03,3,Non-Possessory Rights and Interests in Land > Equitable Servitudes / Restrictive Covenants > Equitable defenses,Equitable defenses,equitable_defenses,Non-Possessory Rights and Interests in Land,Equitable Servitudes / Restrictive Covenants,Equitable defenses
81020504,8,81,Real Property,Rights in Land,02,05,04,3,Non-Possessory Rights and Interests in Land > Equitable Servitudes / Restrictive Covenants > Termination,Termination,termination,Non-Possessory Rights and Interests in Land,Equitable Servitudes / Restrictive Covenants,Termination
81020600,8,81,Real Property,Rights in Land,02,06,00,2,Non-Possessory Rights and Interests in Land > Fixtures,Fixtures,fixtures,Non-Possessory Rights and Interests in Land,Fixtures,
81020601,8,81,Real Property,Rights in Land,02,06,01,3,Non-Possessory Rights and Interests in Land > Fixtures > Definition,Definition,definition,Non-Possessory Rights and Interests in Land,Fixtures,Definition
81020602,8,81,Real Property,Rights in Land,02,06,02,3,Non-Possessory Rights and Interests in Land > Fixtures > Ownership,Ownership,ownership,Non-Possessory Rights and Interests in Land,Fixtures,Ownership
81020603,8,81,Real Property,Rights in Land,02,06,03,3,Non-Possessory Rights and Interests in Land > Fixtures > Removal,Removal,removal,Non-Possessory Rights and Interests in Land,Fixtures,Removal
81020700,8,81,Real Property,Rights in Land,02,07,00,2,Non-Possessory Rights and Interests in Land > Zoning,Zoning,zoning,Non-Possessory Rights and Interests in Land,Zoning,
81020701,8,81,Real Property,Rights in Land,02,07,01,3,Non-Possessory Rights and Interests in Land > Zoning > Nonconforming use,Nonconforming use,nonconforming_use,Non-Possessory Rights and Interests in Land,Zoning,Nonconforming use
81020702,8,81,Real Property,Rights in Land,02,07,02,3,Non-Possessory Rights and Interests in Land > Zoning > Variances and special exceptions,Variances and special exceptions,variances_and_special_exceptions,Non-Possessory Rights and Interests in Land,Zoning,Variances and special exceptions
81020800,8,81,Real Property,Rights in Land,02,08,00,2,Non-Possessory Rights and Interests in Land > Takings,Takings,takings,Non-Possessory Rights and Interests in Land,Takings,
81020801,8,81,Real Property,Rights in Land,02,08,01,3,Non-Possessory Rights and Interests in Land > Takings > Actual Takings,Actual Takings,actual_takings,Non-Possessory Rights and Interests in Land,Takings,Actual Takings
81020802,8,81,Real Property,Rights in Land,02,08,02,3,Non-Possessory Rights and Interests in Land > Takings > Regulatory,Regulatory,regulatory,Non-Possessory Rights and Interests in Land,Takings,Regulatory
81020900,8,81,Real Property,Rights in Land,02,09,00,2,Non-Possessory Rights and Interests in Land > Support Rights,Support Rights,support_rights,Non-Possessory Rights and Interests in Land,Support Rights,
81020901,8,81,Real Property,Rights in Land,02,09,01,3,Non-Possessory Rights and Interests in Land > Support Rights > Lateral,Lateral,lateral,Non-Possessory Rights and Interests in Land,Support Rights,Lateral
81020902,8,81,Real Property,Rights in Land,02,09,02,3,Non-Possessory Rights and Interests in Land > Support Rights > Subjacent,Subjacent,subjacent,Non-Possessory Rights and Interests in Land,Support Rights,Subjacent
82010000,8,82,Real Property,Ownership,01,00,00,1,Nature and Ownership of Land,Nature and Ownership of Land,nature_and_ownership_of_land,Nature and Ownership of Land,,
82010100,8,82,Real Property,Ownership,01,01,00,2,Nature and Ownership of Land > Present Possessory Interests in Land,Present Possessory Interests in Land,present_possessory_interests_in_land,Nature and Ownership of Land,Present Possessory Interests in Land,
82010101,8,82,Real Property,Ownership,01,01,01,3,Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute,Fee simple absolute,fee_simple_absolute,Nature and Ownership of Land,Present Possessory Interests in Land,Fee simple absolute
82010102,8,82,Real Property,Ownership,01,01,02,3,Nature and Ownership of Land > Present Possessory Interests in Land > Defeasible fees,Defeasible fees,defeasible_fees,Nature and Ownership of Land,Present Possessory Interests in Land,Defeasible fees
82010103,8,82,Real Property,Ownership,01,01,03,3,Nature and Ownership of Land > Present Possessory Interests in Land > Life estates,Life estates,life_estates,Nature and Ownership of Land,Present Possessory Interests in Land,Life estates
82010200,8,82,Real Property,Ownership,01,02,00,2,Nature and Ownership of Land > Future Interests,Future Interests,future_interests,Nature and Ownership of Land,Future Interests,
82010201,8,82,Real Property,Ownership,01,02,01,3,Nature and Ownership of Land > Future Interests > Contingent and vested remainders,Contingent and vested remainders,contingent_and_vested_remainders,Nature and Ownership of Land,Future Interests,Contingent and vested remainders
82010202,8,82,Real Property,Ownership,01,02,02,3,Nature and Ownership of Land > Future Interests > Reversions,Reversions,reversions,Nature and Ownership of Land,Future Interests,Reversions
82010203,8,82,Real Property,Ownership,01,02,03,3,Nature and Ownership of Land > Future Interests > Executory interests,Executory interests,executory_interests,Nature and Ownership of Land,Future Interests,Executory interests
82010204,8,82,Real Property,Ownership,01,02,04,3,Nature and Ownership of Land > Future Interests > Possibility of reverter,Possibility of reverter,possibility_of_reverter,Nature and Ownership of Land,Future Interests,Possibility of reverter
82010205,8,82,Real Property,Ownership,01,02,05,3,Nature and Ownership of Land > Future Interests > Power of termination,Power of termination,power_of_termination,Nature and Ownership of Land,Future Interests,Power of termination
82010300,8,82,Real Property,Ownership,01,03,00,2,Nature and Ownership of Land > Concurrent Estates,Concurrent Estates,concurrent_estates,Nature and Ownership of Land,Concurrent Estates,
82010301,8,82,Real Property,Ownership,01,03,01,3,Nature and Ownership of Land > Concurrent Estates > Joint tenancy,Joint tenancy,joint_tenancy,Nature and Ownership of Land,Concurrent Estates,Joint tenancy
82010302,8,82,Real Property,Ownership,01,03,02,3,Nature and Ownership of Land > Concurrent Estates > Tenancy in common,Tenancy in common,tenancy_in_common,Nature and Ownership of Land,Concurrent Estates,Tenancy in common
82010303,8,82,Real Property,Ownership,01,03,03,3,Nature and Ownership of Land > Concurrent Estates > Rights and duties of co-tenants,Rights and duties of co-tenants,rights_and_duties_of_co_tenants,Nature and Ownership of Land,Concurrent Estates,Rights and duties of co-tenants
82010304,8,82,Real Property,Ownership,01,03,04,3,Nature and Ownership of Land > Concurrent Estates > Partition and severance,Partition and severance,partition_and_severance,Nature and Ownership of Land,Concurrent Estates,Partition and severance
82010400,8,82,Real Property,Ownership,01,04,00,2,Nature and Ownership of Land > Landlord and Tenant,Landlord and Tenant,landlord_and_tenant,Nature and Ownership of Land,Landlord and Tenant,
82010401,8,82,Real Property,Ownership,01,04,01,3,Nature and Ownership of Land > Landlord and Tenant > Types of tenancies,Types of tenancies,types_of_tenancies,Nature and Ownership of Land,Landlord and Tenant,Types of tenancies
82010402,8,82,Real Property,Ownership,01,04,02,3,Nature and Ownership of Land > Landlord and Tenant > Duties and remedies,Duties and remedies,duties_and_remedies,Nature and Ownership of Land,Landlord and Tenant,Duties and remedies
82010403,8,82,Real Property,Ownership,01,04,03,3,Nature and Ownership of Land > Landlord and Tenant > Retaliatory evictions,Retaliatory evictions,retaliatory_evictions,Nature and Ownership of Land,Landlord and Tenant,Retaliatory evictions
82010404,8,82,Real Property,Ownership,01,04,04,3,Nature and Ownership of Land > Landlord and Tenant > Assignments and subletting,Assignments and subletting,assignments_and_subletting,Nature and Ownership of Land,Landlord and Tenant,Assignments and subletting
82010405,8,82,Real Property,Ownership,01,04,05,3,"Nature and Ownership of Land > Landlord and Tenant > Termination, including surrender and mitigation","Termination, including surrender and mitigation",termination_including_surrender_and_mitigation,Nature and Ownership of Land,Landlord and Tenant,"Termination, including surrender and mitigation"
82010500,8,82,Real Property,Ownership,01,05,00,2,Nature and Ownership of Land > Problems with Interests in Land,Problems with Interests in Land,problems_with_interests_in_land,Nature and Ownership of Land,Problems with Interests in Land,
82010501,8,82,Real Property,Ownership,01,05,01,3,Nature and Ownership of Land > Problems with Interests in Land > Waste,Waste,waste,Nature and Ownership of Land,Problems with Interests in Land,Waste
82010502,8,82,Real Property,Ownership,01,05,02,3,Nature and Ownership of Land > Problems with Interests in Land > Gifts to classes,Gifts to classes,gifts_to_classes,Nature and Ownership of Land,Problems with Interests in Land,Gifts to classes
82010503,8,82,Real Property,Ownership,01,05,03,3,Nature and Ownership of Land > Problems with Interests in Land > Rule Against Perpetuities,Rule Against Perpetuities,rule_against_perpetuities,Nature and Ownership of Land,Problems with Interests in Land,Rule Against Perpetuities
82010504,8,82,Real Property,Ownership,01,05,04,3,Nature and Ownership of Land > Problems with Interests in Land > Restraints on alienation,Restraints on alienation,restraints_on_alienation,Nature and Ownership of Land,Problems with Interests in Land,Restraints on alienation
83050000,8,83,Real Property,Mortgages,05,00,00,1,Mortgages and Security Devices,Mortgages and Security Devices,mortgages_and_security_devices,Mortgages and Security Devices,,
83050100,8,83,Real Property,Mortgages,05,01,00,2,Mortgages and Security Devices > Types of Security Interests,Types of Security Interests,types_of_security_interests,Mortgages and Security Devices,Types of Security Interests,
83050101,8,83,Real Property,Mortgages,05,01,01,3,Mortgages and Security Devices > Types of Security Interests > Mortgage,Mortgage,mortgage,Mortgages and Security Devices,Types of Security Interests,Mortgage
83050102,8,83,Real Property,Mortgages,05,01,02,3,Mortgages and Security Devices > Types of Security Interests > Purchase-money mortgage,Purchase-money mortgage,purchase_money_mortgage,Mortgages and Security Devices,Types of Security Interests,Purchase-money mortgage
83050103,8,83,Real Property,Mortgages,05,01,03,3,Mortgages and Security Devices > Types of Security Interests > Future-advance mortgage,Future-advance mortgage,future_advance_mortgage,Mortgages and Security Devices,Types of Security Interests,Future-advance mortgage
83050104,8,83,Real Property,Mortgages,05,01,04,3,Mortgages and Security Devices > Types of Security Interests > Installment land-sale contract,Installment land-sale contract,installment_land_sale_contract,Mortgages and Security Devices,Types of Security Interests,Installment land-sale contract
83050105,8,83,Real Property,Mortgages,05,01,05,3,Mortgages and Security Devices > Types of Security Interests > Equitable mortgage,Equitable mortgage,equitable_mortgage,Mortgages and Security Devices,Types of Security Interests,Equitable mortgage
83050106,8,83,Real Property,Mortgages,05,01,06,3,Mortgages and Security Devices > Types of Security Interests > Deed of trust,Deed of trust,deed_of_trust,Mortgages and Security Devices,Types of Security Interests,Deed of trust
83050107,8,83,Real Property,Mortgages,05,01,07,3,Mortgages and Security Devices > Types of Security Interests > Liens,Liens,liens,Mortgages and Security Devices,Types of Security Interests,Liens
83050200,8,83,Real Property,Mortgages,05,02,00,2,Mortgages and Security Devices > Mortgage Theories,Mortgage Theories,mortgage_theories,Mortgages and Security Devices,Mortgage Theories,
83050201,8,83,Real Property,Mortgages,05,02,01,3,Mortgages and Security Devices > Mortgage Theories > Lien theory,Lien theory,lien_theory,Mortgages and Security Devices,Mortgage Theories,Lien theory
83050202,8,83,Real Property,Mortgages,05,02,02,3,Mortgages and Security Devices > Mortgage Theories > Title theory,Title theory,title_theory,Mortgages and Security Devices,Mortgage Theories,Title theory
83050203,8,83,Real Property,Mortgages,05,02,03,3,Mortgages and Security Devices > Mortgage Theories > Intermediate theory,Intermediate theory,intermediate_theory,Mortgages and Security Devices,Mortgage Theories,Intermediate theory
83050300,8,83,Real Property,Mortgages,05,03,00,2,Mortgages and Security Devices > Pre-Foreclosure Rights and Obligations,Pre-Foreclosure Rights and Obligations,pre_foreclosure_rights_and_obligations,Mortgages and Security Devices,Pre-Foreclosure Rights and Obligations,
83050301,8,83,Real Property,Mortgages,05,03,01,3,Mortgages and Security Devices > Pre-Foreclosure Rights and Obligations > Duty to pay principal and interest,Duty to pay principal and interest,duty_to_pay_principal_and_interest,Mortgages and Security Devices,Pre-Foreclosure Rights and Obligations,Duty to pay principal and interest
83050302,8,83,Real Property,Mortgages,05,03,02,3,Mortgages and Security Devices > Pre-Foreclosure Rights and Obligations > Enforcement of Contract Provisions,Enforcement of Contract Provisions,enforcement_of_contract_provisions,Mortgages and Security Devices,Pre-Foreclosure Rights and Obligations,Enforcement of Contract Provisions
83050303,8,83,Real Property,Mortgages,05,03,03,3,Mortgages and Security Devices > Pre-Foreclosure Rights and Obligations > Possession and title,Possession and title,possession_and_title,Mortgages and Security Devices,Pre-Foreclosure Rights and Obligations,Possession and title
83050400,8,83,Real Property,Mortgages,05,04,00,2,Mortgages and Security Devices > Transfers of Interest,Transfers of Interest,transfers_of_interest,Mortgages and Security Devices,Transfers of Interest,
83050401,8,83,Real Property,Mortgages,05,04,01,3,Mortgages and Security Devices > Transfers of Interest > Transfers by mortgagor,Transfers by mortgagor,transfers_by_mortgagor,Mortgages and Security Devices,Transfers of Interest,Transfers by mortgagor
83050402,8,83,Real Property,Mortgages,05,04,02,3,Mortgages and Security Devices > Transfers of Interest > Transfers by mortgagee,Transfers by mortgagee,transfers_by_mortgagee,Mortgages and Security Devices,Transfers of Interest,Transfers by mortgagee
83050500,8,83,Real Property,Mortgages,05,05,00,2,Mortgages and Security Devices > Discharge of the Mortgage,Discharge of the Mortgage,discharge_of_the_mortgage,Mortgages and Security Devices,Discharge of the Mortgage,
83050501,8,83,Real Property,Mortgages,05,05,01,3,"Mortgages and Security Devices > Discharge of the Mortgage > Payment, including prepayment","Payment, including prepayment",payment_including_prepayment,Mortgages and Security Devices,Discharge of the Mortgage,"Payment, including prepayment"
83050502,8,83,Real Property,Mortgages,05,05,02,3,Mortgages and Security Devices > Discharge of the Mortgage > Deed in lieu of foreclosure,Deed in lieu of foreclosure,deed_in_lieu_of_foreclosure,Mortgages and Security Devices,Discharge of the Mortgage,Deed in lieu of foreclosure
83050600,8,83,Real Property,Mortgages,05,06,00,2,Mortgages and Security Devices > Foreclosure,Foreclosure,foreclosure,Mortgages and Security Devices,Foreclosure,
83050601,8,83,Real Property,Mortgages,05,06,01,3,Mortgages and Security Devices > Foreclosure > Procedure,Procedure,procedure,Mortgages and Security Devices,Foreclosure,Procedure
83050602,8,83,Real Property,Mortgages,05,06,02,3,Mortgages and Security Devices > Foreclosure > Right to Redemption,Right to Redemption,right_to_redemption,Mortgages and Security Devices,Foreclosure,Right to Redemption
83050603,8,83,Real Property,Mortgages,05,06,03,3,Mortgages and Security Devices > Foreclosure > Parties and priorities,Parties and priorities,parties_and_priorities,Mortgages and Security Devices,Foreclosure,Parties and priorities
83050604,8,83,Real Property,Mortgages,05,06,04,3,Mortgages and Security Devices > Foreclosure > Proceeds,Proceeds,proceeds,Mortgages and Security Devices,Foreclosure,Proceeds
84040000,8,84,Real Property,Titles,04,00,00,1,"Titles, Deeds, and Conveyancing","Titles, Deeds, and Conveyancing",titles_deeds_and_conveyancing,"Titles, Deeds, and Conveyancing",,
84040100,8,84,Real Property,Titles,04,01,00,2,"Titles, Deeds, and Conveyancing > Adverse Possession",Adverse Possession,adverse_possession,"Titles, Deeds, and Conveyancing",Adverse Possession,
84040101,8,84,Real Property,Titles,04,01,01,3,"Titles, Deeds, and Conveyancing > Adverse Possession > Requirements",Requirements,requirements,"Titles, Deeds, and Conveyancing",Adverse Possession,Requirements
84040102,8,84,Real Property,Titles,04,01,02,3,"Titles, Deeds, and Conveyancing > Adverse Possession > Mistaken boundaries",Mistaken boundaries,mistaken_boundaries,"Titles, Deeds, and Conveyancing",Adverse Possession,Mistaken boundaries
84040103,8,84,Real Property,Titles,04,01,03,3,"Titles, Deeds, and Conveyancing > Adverse Possession > Title acquired",Title acquired,title_acquired,"Titles, Deeds, and Conveyancing",Adverse Possession,Title acquired
84040200,8,84,Real Property,Titles,04,02,00,2,"Titles, Deeds, and Conveyancing > Conveyance by Deed",Conveyance by Deed,conveyance_by_deed,"Titles, Deeds, and Conveyancing",Conveyance by Deed,
84040201,8,84,Real Property,Titles,04,02,01,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > Requirements for valid deed",Requirements for valid deed,requirements_for_valid_deed,"Titles, Deeds, and Conveyancing",Conveyance by Deed,Requirements for valid deed
84040202,8,84,Real Property,Titles,04,02,02,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > Statute of Frauds",Statute of Frauds,statute_of_frauds,"Titles, Deeds, and Conveyancing",Conveyance by Deed,Statute of Frauds
84040203,8,84,Real Property,Titles,04,02,03,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > Delivery and acceptance",Delivery and acceptance,delivery_and_acceptance,"Titles, Deeds, and Conveyancing",Conveyance by Deed,Delivery and acceptance
84040204,8,84,Real Property,Titles,04,02,04,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > Types of deeds",Types of deeds,types_of_deeds,"Titles, Deeds, and Conveyancing",Conveyance by Deed,Types of deeds
84040205,8,84,Real Property,Titles,04,02,05,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > Covenants of title",Covenants of title,covenants_of_title,"Titles, Deeds, and Conveyancing",Conveyance by Deed,Covenants of title
84040206,8,84,Real Property,Titles,04,02,06,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > Estoppel by deed",Estoppel by deed,estoppel_by_deed,"Titles, Deeds, and Conveyancing",Conveyance by Deed,Estoppel by deed
84040207,8,84,Real Property,Titles,04,02,07,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > After-acquired title",After-acquired title,after_acquired_title,"Titles, Deeds, and Conveyancing",Conveyance by Deed,After-acquired title
84040208,8,84,Real Property,Titles,04,02,08,3,"Titles, Deeds, and Conveyancing > Conveyance by Deed > Forged instruments",Forged instruments,forged_instruments,"Titles, Deeds, and Conveyancing",Conveyance by Deed,Forged instruments
84040300,8,84,Real Property,Titles,04,03,00,2,"Titles, Deeds, and Conveyancing > Conveyance by Operation of Law and Will",Conveyance by Operation of Law and Will,conveyance_by_operation_of_law_and_will,"Titles, Deeds, and Conveyancing",Conveyance by Operation of Law and Will,
84040400,8,84,Real Property,Titles,04,04,00,2,"Titles, Deeds, and Conveyancing > Recording Acts",Recording Acts,recording_acts,"Titles, Deeds, and Conveyancing",Recording Acts,
84040401,8,84,Real Property,Titles,04,04,01,3,"Titles, Deeds, and Conveyancing > Recording Acts > Common law rule",Common law rule,common_law_rule,"Titles, Deeds, and Conveyancing",Recording Acts,Common law rule
84040402,8,84,Real Property,Titles,04,04,02,3,"Titles, Deeds, and Conveyancing > Recording Acts > Types of statutes",Types of statutes,types_of_statutes,"Titles, Deeds, and Conveyancing",Recording Acts,Types of statutes
84040403,8,84,Real Property,Titles,04,04,03,3,"Titles, Deeds, and Conveyancing > Recording Acts > Bona fide purchaser",Bona fide purchaser,bona_fide_purchaser,"Titles, Deeds, and Conveyancing",Recording Acts,Bona fide purchaser
84040404,8,84,Real Property,Titles,04,04,04,3,"Titles, Deeds, and Conveyancing > Recording Acts > Types of notice",Types of notice,types_of_notice,"Titles, Deeds, and Conveyancing",Recording Acts,Types of notice
84040405,8,84,Real Property,Titles,04,04,05,3,"Titles, Deeds, and Conveyancing > Recording Acts > Indexes",Indexes,indexes,"Titles, Deeds, and Conveyancing",Recording Acts,Indexes
84040406,8,84,Real Property,Titles,04,04,06,3,"Titles, Deeds, and Conveyancing > Recording Acts > Priorities",Priorities,priorities,"Titles, Deeds, and Conveyancing",Recording Acts,Priorities
85030000,8,85,Real Property,Contracts for Land,03,00,00,1,Real Property Contracts,Real Property Contracts,real_property_contracts,Real Property Contracts,,
85030100,8,85,Real Property,Contracts for Land,03,01,00,2,Real Property Contracts > Land-Sale Contracts,Land-Sale Contracts,land_sale_contracts,Real Property Contracts,Land-Sale Contracts,
85030101,8,85,Real Property,Contracts for Land,03,01,01,3,Real Property Contracts > Land-Sale Contracts > Creation,Creation,creation,Real Property Contracts,Land-Sale Contracts,Creation
85030102,8,85,Real Property,Contracts for Land,03,01,02,3,Real Property Contracts > Land-Sale Contracts > Essential terms,Essential terms,essential_terms,Real Property Contracts,Land-Sale Contracts,Essential terms
85030103,8,85,Real Property,Contracts for Land,03,01,03,3,Real Property Contracts > Land-Sale Contracts > Time for performance,Time for performance,time_for_performance,Real Property Contracts,Land-Sale Contracts,Time for performance
85030200,8,85,Real Property,Contracts for Land,03,02,00,2,Real Property Contracts > Options and Rights of First Refusal,Options and Rights of First Refusal,options_and_rights_of_first_refusal,Real Property Contracts,Options and Rights of First Refusal,
85030300,8,85,Real Property,Contracts for Land,03,03,00,2,Real Property Contracts > Marketable Title,Marketable Title,marketable_title,Real Property Contracts,Marketable Title,
85030400,8,85,Real Property,Contracts for Land,03,04,00,2,Real Property Contracts > Risk of Loss and Equitable Conversion,Risk of Loss and Equitable Conversion,risk_of_loss_and_equitable_conversion,Real Property Contracts,Risk of Loss and Equitable Conversion,
91090000,9,91,Civil Procedure,Jury Trials,09,00,00,1,Trial,Trial,trial,Trial,,
91090100,9,91,Civil Procedure,Jury Trials,09,01,00,2,Trial > Right to Jury Trial,Right to Jury Trial,right_to_jury_trial,Trial,Right to Jury Trial,
91090200,9,91,Civil Procedure,Jury Trials,09,02,00,2,Trial > Demand for Jury Trial,Demand for Jury Trial,demand_for_jury_trial,Trial,Demand for Jury Trial,
91090300,9,91,Civil Procedure,Jury Trials,09,03,00,2,Trial > Jury Selection,Jury Selection,jury_selection,Trial,Jury Selection,
91090400,9,91,Civil Procedure,Jury Trials,09,04,00,2,Trial > Jury Instructions,Jury Instructions,jury_instructions,Trial,Jury Instructions,
92080000,9,92,Civil Procedure,Motions,08,00,00,1,Motions,Motions,motions,Motions,,
92080100,9,92,Civil Procedure,Motions,08,01,00,2,Motions > Pretrial Motions,Pretrial Motions,pretrial_motions,Motions,Pretrial Motions,
92080101,9,92,Civil Procedure,Motions,08,01,01,3,Motions > Pretrial Motions > Motion for judgment on the pleadings,Motion for judgment on the pleadings,motion_for_judgment_on_the_pleadings,Motions,Pretrial Motions,Motion for judgment on the pleadings
92080102,9,92,Civil Procedure,Motions,08,01,02,3,Motions > Pretrial Motions > Motion for more definite statement,Motion for more definite statement,motion_for_more_definite_statement,Motions,Pretrial Motions,Motion for more definite statement
92080103,9,92,Civil Procedure,Motions,08,01,03,3,Motions > Pretrial Motions > Motion to strike,Motion to strike,motion_to_strike,Motions,Pretrial Motions,Motion to strike
92080104,9,92,Civil Procedure,Motions,08,01,04,3,Motions > Pretrial Motions > Motions to dismiss,Motions to dismiss,motions_to_dismiss,Motions,Pretrial Motions,Motions to dismiss
92080105,9,92,Civil Procedure,Motions,08,01,05,3,Motions > Pretrial Motions > Summary judgment motion,Summary judgment motion,summary_judgment_motion,Motions,Pretrial Motions,Summary judgment motion
92080200,9,92,Civil Procedure,Motions,08,02,00,2,Motions > Trial and Post-Trial Motions,Trial and Post-Trial Motions,trial_and_post_trial_motions,Motions,Trial and Post-Trial Motions,
92080201,9,92,Civil Procedure,Motions,08,02,01,3,Motions > Trial and Post-Trial Motions > Motion for Judgment as a Matter of Law,Motion for Judgment as a Matter of Law,motion_for_judgment_as_a_matter_of_law,Motions,Trial and Post-Trial Motions,Motion for Judgment as a Matter of Law
92080202,9,92,Civil Procedure,Motions,08,02,02,3,Motions > Trial and Post-Trial Motions > Renewed Motion for Judgment as a Matter of Law,Renewed Motion for Judgment as a Matter of Law,renewed_motion_for_judgment_as_a_matter_of_law,Motions,Trial and Post-Trial Motions,Renewed Motion for Judgment as a Matter of Law
92080203,9,92,Civil Procedure,Motions,08,02,03,3,Motions > Trial and Post-Trial Motions > Motion for relief from judgment or order,Motion for relief from judgment or order,motion_for_relief_from_judgment_or_order,Motions,Trial and Post-Trial Motions,Motion for relief from judgment or order
92080204,9,92,Civil Procedure,Motions,08,02,04,3,Motions > Trial and Post-Trial Motions > Motion for new trial,Motion for new trial,motion_for_new_trial,Motions,Trial and Post-Trial Motions,Motion for new trial
92080205,9,92,Civil Procedure,Motions,08,02,05,3,Motions > Trial and Post-Trial Motions > Remittitur/additur,Remittitur/additur,remittitur_additur,Motions,Trial and Post-Trial Motions,Remittitur/additur
93110000,9,93,Civil Procedure,Appealability and Review,11,00,00,1,Appeal and Review,Appeal and Review,appeal_and_review,Appeal and Review,,
